Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No internet service,TechSupport_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,1,1,1.0582816955390908,1,1,-0.7568656598387555,0.18361186633418997,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,0,1,0,0.42730482036816014,1,0,-1.910357433512717,-0.8573712576860274,0,0,0,0,1,1,0,1,0,0,0,0,1,0
1,0,0,0,-0.5919655164464203,1,0,-0.047670519042521536,-0.5129409031706564,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,0,1,-1.1744057089118947,1,1,-0.05110580228642108,-0.9722031201983806,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.13608472413542289,1,1,0.20654044100607524,0.24681179218008187,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,0,1,-0.20367205480277056,1,1,-0.856107175773643,-0.5381697743086904,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,0.42730482036816014,1,1,-0.10339844722134273,0.2696433497710629,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1,0,0,0,-1.1744057089118947,1,1,-0.3194395934488284,-1.0351203696169555,0,0,1,0,0,0,1,0,1,1,0,1,0,0
1,0,0,0,-0.25220873750822675,1,0,-0.8412209483834099,-0.645613997114819,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0.864134964717266,1,1,-0.3259284617984172,0.5015630501291639,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,1,0,-0.300745420213683,1,1,1.4787403356636903,0.34313378478831835,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,-0.15513537209731437,1,1,-0.42211639262761597,-0.3203838953164348,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.3685524397337194,1,1,-0.5717420628063695,-1.1758769221653536,0,0,1,0,0,0,0,0,1,0,1,0,1,0
0,0,1,0,-0.9317222953846137,0,0,-0.27821619452202906,-0.8052555094420429,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0.3787681376627039,1,0,-0.16714203630259744,0.21534773138565366,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,0.5243781857790726,1,0,-0.6560973513510235,0.004590710480335971,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,-0.15513537209731437,1,1,-0.4446365827820711,-0.34248158141342006,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1,0,1,1,-0.25220873750822675,1,1,1.3230074952735593,0.3209219409033781,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,-0.3492821029191392,1,1,-0.8045779271151436,-0.6389982814985752,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,-1.3200157570282633,1,0,0.7214512294528566,-1.001362280893148,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1.349501791771828,1,0,0.5542674449163925,1.640178263276529,1,0,1,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1.0097450128336345,1,1,-0.07248089802624308,0.801466431256981,1,0,1,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,-1.028795660795526,1,1,-0.18164656555461928,-0.9222183173295543,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1.7377952534154777,1,1,0.15882817372968702,1.6265608699990508,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,0,-0.6405021991518765,1,1,1.2970520218752037,-0.09344364894722411,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,0,-0.4463554683300516,1,1,-0.1469120349774088,-0.43908081436383267,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,-0.15513537209731437,1,1,0.4546442308432939,0.09968958393191273,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,0,1.349501791771828,1,1,-2.099679710065425,-0.8545227490722955,0,0,0,0,1,1,0,1,0,1,0,0,0,1
1,0,1,0,-0.05806200668640195,1,0,1.5195820364522783,-0.029504415522195848,0,0,1,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,-0.6405021991518765,1,0,-0.8744286864077763,-0.8014774302692496,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-1.1258690262064386,1,1,0.02561552349401081,-0.8763105783162602,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,-0.5434288337409641,1,0,0.40998554867259446,-0.3273203399559806,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,0,1,-0.15513537209731437,1,0,0.06111345034764389,-0.11178500021197875,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,1.6892585707100214,1,1,-2.1229632964963026,-0.7732097875375588,0,0,1,0,1,1,0,1,0,1,0,0,0,1
0,1,0,1,-1.0773323435009823,1,1,0.4118940393636499,-0.8180846703741179,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,1,0,0,-1.222942391617351,1,0,0.06111345034764389,-1.0498684686037012,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,1.4465751571827405,1,1,-0.6560973513510235,0.568709573787211,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,-1.5141624878500881,1,1,1.2165137147126606,-1.1858738827391189,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0.621451551189985,1,0,-1.0706215294482846,-0.2502583970012787,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,-0.05806200668640195,1,1,0.7733621762495669,0.3577949064128125,1,0,1,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,-0.25220873750822675,1,0,0.9558138863144754,0.16709703967671388,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1.7377952534154777,1,0,0.2546344064206742,1.6907827798513957,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,1,0,-0.3978187856245954,1,1,-0.07324429430266514,-0.381740988299626,1,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0.03901135872451047,1,1,1.021847664224997,0.6120243001883864,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.4170891224391757,1,0,0.19241760989226414,-1.1541488898579366,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1,0,1,1,-1.7083092186719129,1,0,-1.9920408350898935,-1.4493500573390399,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,0,1,0,1.4951118398881966,1,0,0.5420531044936368,1.758478348108655,0,0,0,1,0,0,0,0,1,1,0,1,0,0
0,0,0,0,1.106818378244547,1,0,-2.139758014577591,-0.9073451883845722,0,0,0,0,1,1,0,1,0,0,1,0,1,0
0,0,0,1,0.2331580895463353,1,1,-1.083980964285673,-0.42915995898203735,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.05806200668640195,1,0,-0.2682920429285401,-1.0881221997388757,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.9612083301281784,1,0,0.7432080233308899,1.364525257961418,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-0.15513537209731437,1,0,0.06187684662406595,-0.12036857864915947,1,0,1,1,0,0,0,0,0,0,1,0,1,0
1,0,0,1,1.6407218880045653,0,0,-0.11942976902620922,1.1941148609704477,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,0.7670615993063535,1,0,1.2993422107044705,1.601647291799178,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,1,1,0,-0.300745420213683,1,1,0.39395422686772796,-0.11812347548604651,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,-0.3978187856245954,1,0,1.5566067558587555,0.2939154699243321,0,0,1,1,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1.4951118398881966,0,0,-0.6339588593347795,0.6033700526443764,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,1,-1.7083092186719129,1,0,-0.08622203100184286,-1.4198973480466746,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,0.7670615993063535,1,1,0.7210695313146452,1.2238339384347081,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-0.8346489299737012,1,1,-0.08813052169289828,-0.11273087902646238,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,0,1,0,0.3787681376627039,1,1,1.503932412785623,1.2367065880479091,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,1,-0.6405021991518765,1,0,0.7905385924690668,-0.2998463656548334,1,0,0,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,-0.3978187856245954,1,1,-0.07667957754656522,-0.36074682748620496,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1.4951118398881966,1,1,0.5355642361440479,1.7699104351595674,0,0,0,1,0,0,0,0,1,0,1,0,1,0
1,0,1,0,-1.028795660795526,1,0,0.9592491695583755,-0.6629224922028389,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,1,1,0,0.13608472413542289,1,1,-0.9370271810743975,-0.37035782601497974,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,0,0,-0.00952532398094574,1,1,0.039738354607821894,-0.11273087902646238,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1,1,0,0,-1.0773323435009823,1,0,1.6024105324440883,-0.586333488655379,1,0,0,1,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0.864134964717266,1,1,-0.3572277091317282,0.48115598651093944,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-0.20367205480277056,1,0,1.3756818383466916,0.42974149325010624,1,0,1,1,0,0,1,0,1,0,0,0,0,0
1,0,1,0,1.1553550609500032,0,1,1.18521446737935,1.996780012421949,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,1,0,0,1.4951118398881966,1,0,-1.9912774388134713,-0.6343558647884091,0,0,1,0,1,1,0,1,0,0,1,0,1,0
0,0,1,1,0.13608472413542289,1,1,0.49815781859936,0.3453734518662907,0,0,0,1,0,0,1,0,0,0,1,1,0,0
1,0,0,1,0.18462140684087908,1,1,0.14432364447766463,0.21958244171026656,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,-0.3978187856245954,1,1,0.600452919639936,-0.04457867961738405,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1,-1.6597725359664568,1,0,1.1871229580704055,-1.3590186305558656,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,1,-1.3200157570282633,1,1,1.170328239989117,-0.9515949214299498,1,0,0,1,0,0,1,0,1,1,0,1,0,0
0,0,0,1,-1.0773323435009823,1,1,-1.0526817169523623,-1.1557579710595867,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0.9126716474227222,1,1,1.5562250577205448,1.9942794132572224,0,0,1,1,0,0,1,0,1,0,0,0,0,0
1,0,0,1,-0.10659868939185815,1,1,-0.9755786930337191,-0.5998312880597614,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,1,0,1,-1.465625805144632,1,0,1.4699612784848346,-1.1197112904915403,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,1,0,-0.05806200668640195,1,1,0.34395177076207306,-0.5349733562459531,0,0,1,0,0,0,0,0,1,0,1,0,1,0
0,0,1,0,0.3787681376627039,1,0,-0.07744297382298727,0.29140943467446484,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1,0,1,1,1.6407218880045653,0,0,0.5042649888107376,1.8421125179984745,0,1,0,1,0,0,1,0,1,0,0,0,0,1
0,0,1,1,-0.3492821029191392,0,1,1.1886497506232496,0.24531143268124586,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0.621451551189985,1,0,0.2527259157296188,0.6878903044121318,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,1,0,-0.9802589780900699,1,0,-0.5408245136112698,-0.9337536899981403,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0.3787681376627039,1,1,0.1424151537866092,0.38174629754277967,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,0,0,-1.1258690262064386,1,1,0.8642063331438099,-0.7210288062718857,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,-1.5626991705555444,1,1,0.7745072706642002,-1.2400172907405882,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0,0,1,1,-0.5434288337409641,1,0,1.184832769241139,0.012016402782545439,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,-0.15513537209731437,0,1,0.19432610058331956,-0.05333077669392673,1,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.8831856126791574,1,1,0.8615344461763323,-0.5740098836413899,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-1.5626991705555444,1,1,0.3340276191685841,-1.276080279564057,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,1.7377952534154777,1,0,-0.9534402010174751,0.45961821718344714,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1,0,0,0,-0.6890388818573326,1,0,-2.1332691462280025,-1.2453446541784836,0,0,1,0,1,1,0,1,0,0,0,0,1,0
1,0,1,0,0.9126716474227222,0,1,-0.7599192449444445,0.18010015533329143,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0.3302314549572477,1,1,-0.3839465788065052,0.0684049139471279,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,0.6699882338954412,1,1,1.4566018436474462,1.624370127687345,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0,1,0.47584150307361633,1,1,-1.928297246008639,-0.812632276977986,0,0,1,0,1,1,0,1,0,0,1,0,0,1
0,1,0,0,-1.1258690262064386,1,0,1.0134503051843526,-0.7343472148666246,1,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,1,1,0.9612083301281784,1,0,0.6542723571277017,1.3203244496823066,0,0,0,1,0,0,1,0,1,0,1,0,1,0
1,0,1,0,-1.3200157570282633,1,0,1.1630759753631061,-0.9708495349983438,0,0,1,1,0,0,1,0,1,0,0,0,1,0
1,1,0,0,-1.6112358532610005,1,1,-0.5152507383511257,-1.3784635071041844,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.7670615993063535,1,1,-0.16561524374975278,0.5234813454165056,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,-1.465625805144632,1,0,0.27181082264017403,-1.1775621085589734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.05806200668640195,1,1,-0.023623536335221514,-0.0575437426779768,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,0,1,0,-0.05806200668640195,1,0,0.38288498085960565,1.2337276133908,0,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,-0.15513537209731437,1,1,0.6649599049976127,0.20399174952671104,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.3492821029191392,1,0,1.5661492093140332,0.328119317629678,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,1,0,-0.4948921510355078,1,1,1.3539250444686588,0.0830769077419037,0,0,1,1,0,0,1,0,1,0,1,1,0,0
1,0,1,1,-1.3685524397337194,1,0,-0.7427428287249447,-1.2269054533811963,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.0773323435009823,1,0,0.8386325578836663,-0.7228227143683199,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,-0.786112247268245,1,0,-0.006828818253932953,-0.6322086111578287,0,0,1,1,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.7375755645627888,1,0,-1.973337626317549,-1.1903369086396414,0,0,0,0,1,1,0,1,0,0,1,0,1,0
1,0,0,0,0.8155982820118097,0,1,-1.9641768710004828,-0.8333165809383867,0,1,0,0,1,1,0,1,0,1,0,1,0,0
1,0,1,1,1.0582816955390908,1,1,-0.9725251079280304,0.12020536925295128,0,0,0,0,0,0,1,0,1,0,1,1,0,0
1,0,1,0,-1.6597725359664568,1,1,0.8909252028185873,-1.3502774056496045,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,1,-1.0773323435009823,1,0,-0.9980988831881743,-1.1524093426129096,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.08754804142996668,1,1,0.13325439846954287,0.16984226267277217,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,-0.6890388818573326,1,1,1.3627041016475139,-0.12396183092716868,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0,1,-1.3685524397337194,1,1,0.06111345034764389,-1.1276371026266951,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0.9126716474227222,1,1,-0.5171592290421814,0.3385729093552629,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1.106818378244547,1,1,0.06111345034764389,1.8089089099590192,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,-1.465625805144632,1,1,-0.6144922542860132,-1.2850063313651021,1,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0,0,0,1.0097450128336345,0,0,-0.14309505359529795,0.7211210928772908,0,1,0,1,0,0,1,0,1,0,0,1,0,0
1,0,1,1,0.13608472413542289,1,1,-0.7858747183427998,-0.3063424873979815,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,-1.028795660795526,1,1,-1.9122659242037723,-1.3098166239473017,0,0,1,0,1,1,0,1,0,0,1,0,1,0
